stringsfile version 1
1573
str_no_string NO_STRING!
str_this_offensive_needs_to_wind_down_soon_so_the_vassals_can_attend_to_their_own_business This_offensive_needs_to_wind_down_soon,_so_the_vassals_can_attend_to_their_own_business.
str_the_vassals_are_tired_we_let_them_rest_for_some_time The_vassals_are_tired_of_campaigning._We_should_let_them_rest_for_some_time.
str_the_vassals_still_need_time_to_attend_to_their_own_business The_vassals_still_need_time_to_attend_to_their_own_business.
str_it_is_time_to_go_on_the_offensive_and_we_must_first_assemble_the_army It_is_time_to_go_on_the_offensive,_and_we_must_first_assemble_the_army.
str_we_must_continue_to_gather_the_army_before_we_ride_forth_on_an_offensive_operation We_have_only_assembled_a_few_vassals,_but_we_must_continue_to_gather_the_army_before_we_ride_forth_on_an_offensive_operation.
str_there_is_no_need_to_beat_around_the_borders__we_can_take_one_of_their_important_towns There_is_no_need_to_beat_around_the_borders,_we_can_take_one_of_their_important_towns.
str_we_should_exploit_our_success_over_s21_by_seizing_one_of_their_fortresses We_should_exploit_our_success_over_{s21}_by_seizing_one_of_their_fortresses.
str_we_shall_leave_a_fiery_trail_through_the_heart_of_the_enemys_lands_targeting_the_wealthy_settlements_if_we_can We_shall_leave_a_fiery_trail_through_the_heart_of_the_enemy's_lands,_targeting_the_wealthy_settlements_if_we_can.
str_the_army_will_be_disbanded_because_we_have_been_waiting_too_long_without_a_target The_army_will_be_disbanded,_because_we_have_been_waiting_too_long_without_a_target.
str_it_is_time_for_the_feast_to_conclude It_is_time_for_the_feast_to_conclude.
str_we_should_continue_the_feast_unless_there_is_an_emergency We_should_continue_the_feast,_unless_there_is_an_emergency.
str_you_had_wished_to_hold_a_feast You_had_wished_to_hold_a_feast.
str_your_wedding_day_approaches_my_lady Your_wedding_day_approaches,_my_lady.
str_your_wedding_day_approaches Your_wedding_day_approaches.
str_s22_and_s23_wish_to_marry {s22}_and_{s23}_wish_to_marry.
str_it_has_been_a_long_time_since_the_lords_of_the_realm_gathered_for_a_feast It_has_been_a_long_time_since_the_lords_of_the_realm_gathered_for_a_feast.
str_the_circumstances_which_led_to_this_decision_no_longer_apply_so_we_should_stop_and_reconsider_shortly The_circumstances_which_led_to_this_decision_no_longer_apply,_so_we_should_stop_and_reconsider_shortly.
str_we_cant_think_of_anything_to_do {!}ERROR_--_We_can't_think_of_anything_to_do.
str_s15_is_at_war_with_s16_ {s15}_is_at_war_with_{s16}._
str_in_the_short_term_s15_has_a_truce_with_s16_as_a_matter_of_general_policy_ In_the_short_term,_{s15}_has_a_truce_with_{s16}._As_a_matter_of_general_policy,_
str_in_the_short_term_s15_was_recently_provoked_by_s16_and_is_under_pressure_to_declare_war_as_a_matter_of_general_policy_ In_the_short_term,_{s15}_was_recently_provoked_by_{s16},_and_is_under_pressure_to_declare_war._As_a_matter_of_general_policy,_
str_envoymodified_diplomacy_score_honor_plus_relation_plus_envoy_persuasion_=_reg4 {!}Envoy-modified_diplomacy_score_(honor_plus_relation_plus_envoy_persuasion)_=_{reg4}
str_s12s15_cannot_negotiate_with_s16_as_to_do_so_would_undermine_reg4herhis_own_claim_to_the_throne_this_civil_war_must_almost_certainly_end_with_the_defeat_of_one_side_or_another {s12}{s15}_cannot_negotiate_with_{s16},_as_to_do_so_would_undermine_{reg4?her:his}_own_claim_to_the_throne._This_civil_war_must_almost_certainly_end_with_the_defeat_of_one_side_or_another.
str_s12s15_considers_s16_to_be_dangerous_and_untrustworthy_and_shehe_wants_to_bring_s16_down {s12}{s15}_considers_{s16}_to_be_dangerous_and_untrustworthy,_and_{reg4?she:he}_wants_to_bring_{s16}_down.
str_s12s15_is_anxious_to_reclaim_old_lands_such_as_s18_now_held_by_s16 {s12}{s15}_is_anxious_to_reclaim_old_lands_such_as_{s18},_now_held_by_{s16}.
str_s12s15_feels_that_reg4shehe_is_winning_the_war_against_s16_and_sees_no_reason_not_to_continue {s12}{s15}_feels_that_{reg4?she:he}_is_winning_the_war_against_{s16},_and_sees_no_reason_not_to_continue.
str_s12s15_faces_too_much_internal_discontent_to_feel_comfortable_ignoring_recent_provocations_by_s16s_subjects {s12}{s15}_faces_too_much_internal_discontent_to_feel_comfortable_ignoring_recent_provocations_by_{s16}'s_subjects.
str_s12even_though_reg4shehe_is_fighting_on_two_fronts_s15_is_inclined_to_continue_the_war_against_s16_for_a_little_while_longer_for_the_sake_of_honor {s12}Even_though_{reg4?she:he}_is_fighting_on_two_fronts,_{s15}_is_inclined_to_continue_the_war_against_{s16}_for_a_little_while_longer,_for_the_sake_of_honor.
str_s12s15_feels_that_reg4shehe_must_pursue_the_war_against_s16_for_a_little_while_longer_for_the_sake_of_honor {s12}{s15}_feels_that_{reg4?she:he}_must_pursue_the_war_against_{s16}_for_a_little_while_longer,_for_the_sake_of_honor.
str_s12s15_is_currently_on_the_offensive_against_s17_now_held_by_s16_and_reluctant_to_negotiate {s12}{s15}_is_currently_on_the_offensive_against_{s17},_now_held_by_{s16},_and_reluctant_to_negotiate.
str_s12s15_is_alarmed_by_the_growing_power_of_s16 {s12}{s15}_is_alarmed_by_the_growing_power_of_{s16}.
str_s12s15_distrusts_s16_and_fears_that_any_deals_struck_between_the_two_realms_will_not_be_kept {s12}{s15}_distrusts_{s16},_and_fears_that_any_deals_struck_between_the_two_realms_will_not_be_kept.
str_s12s15_is_at_war_on_too_many_fronts_and_eager_to_make_peace_with_s16 {s12}{s15}_is_at_war_on_too_many_fronts,_and_eager_to_make_peace_with_{s16}.
str_s12s15_seems_to_think_that_s16_and_reg4shehe_have_a_common_enemy_in_the_s17 {s12}{s15}_seems_to_think_that_{s16}_and_{reg4?she:he}_have_a_common_enemy_in_the_{s17}.
str_s12s15_feels_frustrated_by_reg4herhis_inability_to_strike_a_decisive_blow_against_s16 {s12}{s15}_feels_frustrated_by_{reg4?her:his}_inability_to_strike_a_decisive_blow_against_{s16}.
str_s12s15_has_suffered_enough_in_the_war_with_s16_for_too_little_gain_and_is_ready_to_pursue_a_peace {s12}{s15}_has_suffered_enough_in_the_war_with_{s16},_for_too_little_gain,_and_is_ready_to_pursue_a_peace.
str_s12s15_would_like_to_firm_up_a_truce_with_s16_to_respond_to_the_threat_from_the_s17 {s12}{s15}_would_like_to_firm_up_a_truce_with_{s16}_to_respond_to_the_threat_from_the_{s17}.
str_s12s15_wishes_to_be_at_peace_with_s16_so_as_to_pursue_the_war_against_the_s17 {s12}{s15}_wishes_to_be_at_peace_with_{s16}_so_as_to_pursue_the_war_against_the_{s17}.
str_s12s15_seems_to_be_intimidated_by_s16_and_would_like_to_avoid_hostilities {s12}{s15}_seems_to_be_intimidated_by_{s16},_and_would_like_to_avoid_hostilities.
str_s12s15_has_no_particular_reason_to_continue_the_war_with_s16_and_would_probably_make_peace_if_given_the_opportunity {s12}{s15}_has_no_particular_reason_to_continue_the_war_with_{s16},_and_would_probably_make_peace_if_given_the_opportunity.
str_s12s15_seems_to_be_willing_to_improve_relations_with_s16 {s12}{s15}_seems_to_be_willing_to_improve_relations_with_{s16}.
str_excuse_me_how_can_you_possibly_imagine_yourself_worthy_to_marry_into_our_family Excuse_me?_How_can_you_possibly_imagine_yourself_worthy_to_marry_into_our_family?
str_em_with_regard_to_her_ladyship_we_were_looking_specifically_for_a_groom_of_some_distinction_fight_hard_count_your_dinars_and_perhaps_some_day_in_the_future_we_may_speak_of_such_things_my_good_man Em..._With_regard_to_her_ladyship,_we_were_looking_specifically_for_a_groom_of_some_distinction._Fight_hard,_count_your_denars,_and_perhaps_some_day_in_the_future_we_may_speak_of_such_things,_my_good_man!
str_em_with_regard_to_her_ladyship_we_were_looking_specifically_for_a_groom_of_some_distinction Em..._With_regard_to_her_ladyship,_we_were_looking_specifically_for_a_groom_of_some_distinction.
str_it_is_too_early_for_you_to_be_speaking_of_such_things_you_are_still_making_your_mark_in_the_world It_is_too_early_for_you_to_be_speaking_of_such_things._You_are_still_making_your_mark_in_the_world.
str_you_dont_serve_the_s4_so_id_say_no_one_day_we_may_be_at_war_and_i_prefer_not_to_have_to_kill_my_inlaws_if_at_all_possible You_don't_serve_the_{s4},_so_I'd_say_no._One_day_we_may_be_at_war,_and_I_prefer_not_to_have_to_kill_my_in-laws,_if_at_all_possible.
str_as_you_are_not_a_vassal_of_the_s4_i_must_decline_your_request_the_twists_of_fate_may_mean_that_we_will_one_day_cross_swords_and_i_would_hope_not_to_make_a_widow_of_a_lady_whom_i_am_obligated_to_protect As_you_are_not_a_vassal_of_the_{s4},_I_must_decline_your_request._The_twists_of_fate_may_mean_that_we_will_one_day_cross_swords,_and_I_would_hope_not_to_make_a_widow_of_a_lady_whom_I_am_obligated_to_protect.
str_as_you_are_not_a_pledged_vassal_of_our_liege_with_the_right_to_hold_land_i_must_refuse_your_request_to_marry_into_our_family As_you_are_not_a_pledged_vassal_of_our_liege,_with_the_right_to_hold_land,_I_must_refuse_your_request_to_marry_into_our_family.
str_look_here_lad__the_young_s14_has_been_paying_court_to_s16_and_youll_have_to_admit__hes_a_finer_catch_for_her_than_you_so_lets_have_no_more_of_this_talk_shall_we Look_here,_lad_--_the_young_{s14}_has_been_paying_court_to_{s16},_and_you'll_have_to_admit_--_he's_a_finer_catch_for_her_than_you._So_let's_have_no_more_of_this_talk,_shall_we?
str_i_do_not_care_for_you_sir_and_i_consider_it_my_duty_to_protect_the_ladies_of_my_household_from_undesirable_suitors I_do_not_care_for_you,_sir,_and_I_consider_it_my_duty_to_protect_the_ladies_of_my_household_from_undesirable_suitors...
str_hmm_young_girls_may_easily_be_led_astray_so_out_of_a_sense_of_duty_to_the_ladies_of_my_household_i_think_i_would_like_to_get_to_know_you_a_bit_better_we_may_speak_of_this_at_a_later_date Hmm._Young_girls_may_easily_be_led_astray,_so_out_of_a_sense_of_duty_to_the_ladies_of_my_household,_I_think_I_would_like_to_get_to_know_you_a_bit_better._We_may_speak_of_this_at_a_later_date.
str_you_may_indeed_make_a_fine_match_for_the_young_mistress You_may_indeed_make_a_fine_match_for_the_young_mistress.
str_madame__given_our_relations_in_the_past_this_proposal_is_most_surprising_i_do_not_think_that_you_are_the_kind_of_woman_who_can_be_bent_to_a_hushands_will_and_i_would_prefer_not_to_have_our_married_life_be_a_source_of_constant_acrimony Madame_--_given_our_relations_in_the_past,_this_proposal_is_most_surprising._I_do_not_think_that_you_are_the_kind_of_woman_who_can_be_bent_to_a_hushand's_will,_and_I_would_prefer_not_to_have_our_married_life_be_a_source_of_constant_acrimony.
str_i_would_prefer_to_marry_a_proper_maiden_who_will_obey_her_husband_and_is_not_likely_to_split_his_head_with_a_sword I_would_prefer_to_marry_a_proper_maiden_who_will_obey_her_husband,_and_is_not_likely_to_split_his_head_with_a_sword.
str_my_lady_while_i_admire_your_valor_you_will_forgive_me_if_i_tell_you_that_a_woman_like_you_does_not_uphold_to_my_ideal_of_the_feminine_of_the_delicate_and_of_the_pure My_lady,_while_I_admire_your_valor_and_your_beauty,_you_will_forgive_me_if_I_tell_you_that_a_woman_like_you_does_not_uphold_to_my_ideal_of_a_wife:_feminine,_delicate,_and_pure.
str_nah_i_want_a_woman_wholl_keep_quiet_and_do_what_shes_told_i_dont_think_thats_you Nah._I_want_a_woman_who'll_keep_quiet_and_do_what_she's_told._I_don't_think_that's_you.
str_my_lady_you_are_possessed_of_great_charms_but_no_properties_until_you_obtain_some_to_marry_you_would_be_an_act_of_ingratitude_towards_my_ancestors_and_my_lineage My_lady,_you_are_possessed_of_great_charms,_but_no_properties._Until_you_obtain_some,_to_marry_you_would_be_an_act_of_ingratitude_towards_my_ancestors_and_my_lineage.
str_my_lady_you_are_a_woman_of_no_known_family_of_no_possessions__in_short_a_nobody_do_you_think_that_you_are_fit_to_marry_into_may_family My_lady,_you_are_a_woman_of_no_known_family,_of_no_possessions_--_in_short,_a_nobody._Do_you_think_that_you_are_fit_to_marry_into_may_family?
str_my_lady__forgive_me__the_quality_of_our_bond_is_not_of_the_sort_which_the_poets_tell_us_is_necessary_to_sustain_a_happy_marriage My_lady_--_forgive_me_--_the_quality_of_our_bond_is_not_of_the_sort_which_the_poets_tell_us_is_necessary_to_sustain_a_happy_marriage.
str_um_i_think_that_if_i_want_to_stay_on_s4s_good_side_id_best_not_marry_you Um,_I_think_that_if_I_want_to_stay_on_{s4}'s_good_side,_I'd_best_not_marry_you.
str_you_serve_another_realm_i_dont_see_s4_granting_reg4herhis_blessing_to_our_union You_serve_another_realm._I_don't_see_{s4}_granting_{reg4?her:his}_blessing_to_our_union.
str_madame_my_heart_currently_belongs_to_s4 Madame,_my_heart_currently_belongs_to_{s4}.
str_my_lady_you_are_a_woman_of_great_spirit_and_bravery_possessed_of_beauty_grace_and_wit_i_shall_give_your_proposal_consideration My_lady,_you_are_a_woman_of_great_spirit_and_bravery,_possessed_of_beauty,_grace,_and_wit._I_shall_give_your_proposal_consideration.
str_my_lady_you_are_a_woman_of_great_spirit_and_bravery_possessed_of_beauty_grace_and_wit_i_would_be_most_honored_were_you_to_become_my_wife My_lady,_you_are_a_woman_of_great_spirit_and_bravery,_possessed_of_beauty,_grace,_and_wit._I_would_be_most_honored_were_you_to_become_my_wife.
str_poem_choice_reg4_lady_rep_reg5 {!}Poem_choice:_{reg4},_lady_rep:_{reg5}
str_ah__kais_and_layali__such_a_sad_tale_many_a_time_has_it_been_recounted_for_my_family_by_the_wandering_poets_who_come_to_our_home_and_it_has_never_failed_to_bring_tears_to_our_eyes Ah_--_'Kais_and_Layali'_--_such_a_sad_tale._Many_a_time_has_it_been_recounted_for_my_family_by_the_wandering_poets_who_come_to_our_home,_and_it_has_never_failed_to_bring_tears_to_our_eyes.
str_kais_and_layali_three_hundred_stanzas_of_pathetic_sniveling_if_you_ask_me_if_kais_wanted_to_escape_heartbreak_he_should_have_learned_to_live_within_his_station_and_not_yearn_for_what_he_cannot_have 'Kais_and_Layali'?_Three_hundred_stanzas_of_pathetic_sniveling,_if_you_ask_me._If_Kais_wanted_to_escape_heartbreak,_he_should_have_learned_to_live_within_his_station,_and_not_yearn_for_what_he_cannot_have.
str_kais_and_layali_no_one_should_ever_have_written_such_a_sad_poem_if_it_was_the_destiny_of_kais_and_layali_to_be_together_than_their_love_should_have_conquered_all_obstacles 'Kais_and_Layali'?_No_one_should_ever_have_written_such_a_sad_poem!_If_it_was_the_destiny_of_Kais_and_Layali_to_be_together,_than_their_love_should_have_conquered_all_obstacles!
str_ah_kais_and_layali_a_very_old_standby_but_moving_in_its_way Ah,_'Kais_and_Layali.'_A_very_old_stand-by,_but_moving,_in_its_way.
str_the_saga_of_helgered_and_kara_such_happy_times_in_which_our_ancestors_lived_women_like_kara_could_venture_out_into_the_world_like_men_win_a_name_for_themselves_and_not_linger_in_their_husbands_shadow The_saga_of_'Helgered_and_Kara'?_Such_happy_times_in_which_our_ancestors_lived!_Women_like_Kara_could_venture_out_into_the_world_like_men,_win_a_name_for_themselves,_and_not_linger_in_their_husbands'_shadow.
str_ah_the_saga_of_helgered_and_kara_now_there_was_a_lady_who_knew_what_she_wanted_and_was_not_afraid_to_obtain_it Ah,_the_saga_of_'Helgered_and_Kara'._Now_there_was_a_lady_who_knew_what_she_wanted,_and_was_not_afraid_to_obtain_it.
str_the_saga_of_helgered_and_kara_a_terrible_tale__but_it_speaks_of_a_very_great_love_if_she_were_willing_to_make_war_on_her_own_family The_saga_of_'Helgered_and_Kara'?_A_terrible_tale_-_but_it_speaks_of_a_very_great_love,_if_she_were_willing_to_make_war_on_her_own_family.
str_the_saga_of_helgered_and_kara_as_i_recall_kara_valued_her_own_base_passions_over_duty_to_her_family_that_she_made_war_on_her_own_father_i_have_no_time_for_a_poem_which_praises_such_a_woman The_saga_of_'Helgered_and_Kara'?_As_I_recall,_Kara_valued_her_own_base_passions_over_duty_to_her_family_that_she_made_war_on_her_own_father._I_have_no_time_for_a_poem_which_praises_such_a_woman!
str_the_saga_of_helgered_and_kara_how_could_a_woman_don_armor_and_carry_a_sword_how_could_a_man_love_so_ungentle_a_creature The_saga_of_'Helgered_and_Kara'?_How_could_a_woman_don_armor_and_carry_a_sword!_How_could_a_man_love_so_ungentle_a_creature!
str_a_conversation_in_the_garden_i_cannot_understand_the_lady_in_that_poem_if_she_loves_the_man_why_does_she_tease_him_so 'A_Conversation_in_the_Garden'?_I_cannot_understand_the_lady_in_that_poem._If_she_loves_the_man,_why_does_she_tease_him_so?
str_a_conversation_in_the_garden_let_us_see__it_is_morally_unedifying_it_exalts_deception_it_ends_with_a_maiden_surrendering_to_her_base_passions_and_yet_i_cannot_help_but_find_it_charming_perhaps_because_it_tells_us_that_love_need_not_be_tragic_to_be_memorable 'A_Conversation_in_the_Garden'?_Let_us_see_--_it_is_morally_unedifying,_it_exalts_deception,_it_ends_with_a_maiden_surrendering_to_her_base_passions..._And_yet_I_cannot_help_but_find_it_charming,_perhaps_because_it_tells_us_that_love_need_not_be_tragic_to_be_memorable.
str_a_conversation_in_the_garden_now_that_is_a_tale_every_lady_should_know_by_heart_to_learn_the_subtleties_of_the_politics_she_must_practice 'A_Conversation_in_the_Garden'?_Now_that_is_a_tale_every_lady_should_know_by_heart,_to_learn_the_subtleties_of_the_politics_she_must_practice!
str_a_conversation_in_the_garden_it_is_droll_i_suppose__although_there_is_nothing_there_that_truly_stirs_my_soul 'A_Conversation_in_the_Garden'?_It_is_droll,_I_suppose_--_although_there_is_nothing_there_that_truly_stirs_my_soul.
